t`s`float	v(vrow,vg)`V`float	v(vg,vcol)`V`float	par(abs(i(vsrc))`Params`float	v(vg)`V`float	v(vrow)`V`float	v(vcol)`V`float
5.56434	2.34429e-27	-2.34429e-27	0	-2.34429e-27	0	0
5.56534	1.63527e-27	-1.63527e-27	0	-1.63527e-27	0	0
5.56634	1.1815e-27	-1.1815e-27	0	-1.1815e-27	0	0
5.56734	8.36451e-28	-8.36451e-28	0	-8.36451e-28	0	0
5.56834	7.1199e-28	-7.1199e-28	0	-7.1199e-28	0	0
5.56934	8.13094e-28	-8.13094e-28	0	-8.13094e-28	0	0
5.57034	1.36252e-27	-1.36252e-27	0	-1.36252e-27	0	0
5.57134	2.58422e-27	-2.58422e-27	0	-2.58422e-27	0	0
5.57234	-3.25701e-27	3.25701e-27	0	3.25701e-27	0	0
5.57334	1.02666e-28	-1.02666e-28	0	-1.02666e-28	0	0
5.57434	-4.17652e-27	4.17652e-27	0	4.17652e-27	0	0
5.57534	-2.5734e-28	2.5734e-28	0	2.5734e-28	0	0
5.57634	-4.1953e-27	4.1953e-27	0	4.1953e-27	0	0
5.57734	1.67713e-28	-1.67713e-28	0	-1.67713e-28	0	0
5.57834	-3.32071e-27	3.32071e-27	0	3.32071e-27	0	0
5.57934	1.49061e-27	-1.49061e-27	0	-1.49061e-27	0	0
5.58034	-1.54961e-27	1.54961e-27	0	1.54961e-27	0	0
5.58134	3.70993e-27	-3.70993e-27	0	-3.70993e-27	0	0
5.58234	1.11792e-27	-1.11792e-27	0	-1.11792e-27	0	0
5.58334	-1.13368e-27	1.13368e-27	0	1.13368e-27	0	0
5.58434	4.68885e-27	-4.68885e-27	0	-4.68885e-27	0	0
5.58534	-4.31033e-27	4.31033e-27	0	4.31033e-27	0	0
5.58634	1.88076e-27	-1.88076e-27	0	-1.88076e-27	0	0
5.58734	4.99438e-28	-4.99438e-28	0	-4.99438e-28	0	0
5.58834	-6.26662e-28	6.26662e-28	0	6.26662e-28	0	0
5.58934	-1.64403e-27	1.64403e-27	0	1.64403e-27	0	0
5.59034	-2.44082e-27	2.44082e-27	0	2.44082e-27	0	0
5.59134	4.94733e-27	-4.94733e-27	0	-4.94733e-27	0	0
5.59234	-2.48165e-27	2.48165e-27	0	2.48165e-27	0	0
5.59334	5.27828e-27	-5.27828e-27	0	-5.27828e-27	0	0
5.59434	-1.60929e-27	1.60929e-27	0	1.60929e-27	0	0
5.59534	-4.72605e-28	4.72605e-28	0	4.72605e-28	0	0
5.59634	8.55905e-28	-8.55905e-28	0	-8.55905e-28	0	0
5.59734	2.52382e-27	-2.52382e-27	0	-2.52382e-27	0	0
5.59834	-3.31433e-27	3.31433e-27	0	3.31433e-27	0	0
5.59934	-4.04242e-28	4.04242e-28	0	4.04242e-28	0	0
5.60034	-3.46646e-27	3.46646e-27	0	3.46646e-27	0	0
5.60134	1.4793e-27	-1.4793e-27	0	-1.4793e-27	0	0
5.60234	-1.34195e-27	1.34195e-27	0	1.34195e-27	0	0
5.60334	4.14277e-27	-4.14277e-27	0	-4.14277e-27	0	0
5.60434	1.77497e-27	-1.77497e-27	0	-1.77497e-27	0	0
5.60534	-2.52543e-28	2.52543e-28	0	2.52543e-28	0	0
5.60634	-2.16527e-27	2.16527e-27	0	2.16527e-27	0	0
5.60734	4.10098e-27	-4.10098e-27	0	-4.10098e-27	0	0
5.60834	-4.44864e-27	4.44864e-27	0	4.44864e-27	0	0
5.60934	2.19076e-27	-2.19076e-27	0	-2.19076e-27	0	0
5.61034	1.25764e-27	-1.25764e-27	0	-1.25764e-27	0	0
5.61134	5.79758e-28	-5.79758e-28	0	-5.79758e-28	0	0
5.61234	1.06029e-29	-1.06029e-29	0	-1.06029e-29	0	0
5.61334	-3.37966e-28	3.37966e-28	0	3.37966e-28	0	0
5.61434	-4.6097e-28	4.6097e-28	0	4.6097e-28	0	0
5.61534	-1.35652e-28	1.35652e-28	0	1.35652e-28	0	0
5.61634	8.61937e-28	-8.61937e-28	0	-8.61937e-28	0	0
5.61734	2.75597e-27	-2.75597e-27	0	-2.75597e-27	0	0
5.61834	-2.18882e-27	2.18882e-27	0	2.18882e-27	0	0
5.61934	1.05683e-27	-1.05683e-27	0	-1.05683e-27	0	0
5.62034	-3.55358e-27	3.55358e-27	0	3.55358e-27	0	0
5.62134	1.37124e-28	-1.37124e-28	0	-1.37124e-28	0	0
5.62234	-4.02363e-27	4.02363e-27	0	4.02363e-27	0	0
5.62334	1.15378e-28	-1.15378e-28	0	-1.15378e-28	0	0
5.62434	-3.59717e-27	3.59717e-27	0	3.59717e-27	0	0
5.62534	9.90047e-28	-9.90047e-28	0	-9.90047e-28	0	0
5.62634	-2.27429e-27	2.27429e-27	0	2.27429e-27	0	0
5.62734	2.76115e-27	-2.76115e-27	0	-2.76115e-27	0	0
5.62834	-5.4968e-29	5.4968e-29	0	5.4968e-29	0	0
5.62934	-2.53069e-27	2.53069e-27	0	2.53069e-27	0	0
5.63034	3.06774e-27	-3.06774e-27	0	-3.06774e-27	0	0
5.63134	9.19444e-28	-9.19444e-28	0	-9.19444e-28	0	0
5.63234	-8.82599e-28	8.82599e-28	0	8.82599e-28	0	0
5.63334	-2.57112e-27	2.57112e-27	0	2.57112e-27	0	0
5.63434	3.91922e-27	-3.91922e-27	0	-3.91922e-27	0	0
5.63534	-4.40629e-27	4.40629e-27	0	4.40629e-27	0	0
5.63634	2.45722e-27	-2.45722e-27	0	-2.45722e-27	0	0
5.63734	1.74821e-27	-1.74821e-27	0	-1.74821e-27	0	0
5.63834	1.29443e-27	-1.29443e-27	0	-1.29443e-27	0	0
5.63934	9.49386e-28	-9.49386e-28	0	-9.49386e-28	0	0
5.64034	8.24925e-28	-8.24925e-28	0	-8.24925e-28	0	0
5.64134	9.2603e-28	-9.2603e-28	0	-9.2603e-28	0	0
5.64234	1.47546e-27	-1.47546e-27	0	-1.47546e-27	0	0
5.64334	2.69715e-27	-2.69715e-27	0	-2.69715e-27	0	0
5.64434	-3.14407e-27	3.14407e-27	0	3.14407e-27	0	0
5.64534	-6.68773e-28	6.68773e-28	0	6.68773e-28	0	0
5.64634	2.10324e-27	-2.10324e-27	0	-2.10324e-27	0	0
5.64734	-2.84082e-27	2.84082e-27	0	2.84082e-27	0	0
5.64834	4.05098e-28	-4.05098e-28	0	-4.05098e-28	0	0
5.64934	-4.20532e-27	4.20532e-27	0	4.20532e-27	0	0
5.65034	-5.14614e-28	5.14614e-28	0	5.14614e-28	0	0
5.65134	3.284e-27	-3.284e-27	0	-3.284e-27	0	0
5.65234	-5.43318e-28	5.43318e-28	0	5.43318e-28	0	0
5.65334	3.8243e-27	-3.8243e-27	0	-3.8243e-27	0	0
5.65434	3.34507e-28	-3.34507e-28	0	-3.34507e-28	0	0
5.65534	-2.81363e-27	2.81363e-27	0	2.81363e-27	0	0
5.65634	2.11249e-27	-2.11249e-27	0	-2.11249e-27	0	0
5.65734	-7.08135e-28	7.08135e-28	0	7.08135e-28	0	0
5.65834	4.77687e-27	-4.77687e-27	0	-4.77687e-27	0	0
5.65934	-4.66593e-27	4.66593e-27	0	4.66593e-27	0	0
5.66034	1.07558e-27	-1.07558e-27	0	-1.07558e-27	0	0
5.66134	-7.54057e-28	7.54057e-28	0	7.54057e-28	0	0
5.66234	-2.32836e-27	2.32836e-27	0	2.32836e-27	0	0
5.66334	4.16543e-27	-4.16543e-27	0	-4.16543e-27	0	0
5.66434	-4.16153e-27	4.16153e-27	0	4.16153e-27	0	0
5.66534	2.7019e-27	-2.7019e-27	0	-2.7019e-27	0	0
5.66634	1.9929e-27	-1.9929e-27	0	-1.9929e-27	0	0
5.66734	1.53913e-27	-1.53913e-27	0	-1.53913e-27	0	0
5.66834	1.19408e-27	-1.19408e-27	0	-1.19408e-27	0	0
5.66934	1.06962e-27	-1.06962e-27	0	-1.06962e-27	0	0
5.67034	1.17072e-27	-1.17072e-27	0	-1.17072e-27	0	0
5.67134	1.72015e-27	-1.72015e-27	0	-1.72015e-27	0	0
5.67234	2.94185e-27	-2.94185e-27	0	-2.94185e-27	0	0
5.67334	-2.89938e-27	2.89938e-27	0	2.89938e-27	0	0
5.67434	-4.24077e-28	4.24077e-28	0	4.24077e-28	0	0
5.67534	2.34794e-27	-2.34794e-27	0	-2.34794e-27	0	0
5.67634	-2.59612e-27	2.59612e-27	0	2.59612e-27	0	0
5.67734	6.49793e-28	-6.49793e-28	0	-6.49793e-28	0	0
5.67834	-3.96062e-27	3.96062e-27	0	3.96062e-27	0	0
5.67934	-2.69919e-28	2.69919e-28	0	2.69919e-28	0	0
5.68034	-4.43067e-27	4.43067e-27	0	4.43067e-27	0	0
5.68134	-2.91664e-28	2.91664e-28	0	2.91664e-28	0	0
5.68234	-4.00421e-27	4.00421e-27	0	4.00421e-27	0	0
5.68334	5.83005e-28	-5.83005e-28	0	-5.83005e-28	0	0
5.68434	-2.68133e-27	2.68133e-27	0	2.68133e-27	0	0
5.68534	2.35411e-27	-2.35411e-27	0	-2.35411e-27	0	0
5.68634	-4.6201e-28	4.6201e-28	0	4.6201e-28	0	0
5.68734	5.02164e-27	-5.02164e-27	0	-5.02164e-27	0	0
5.68834	-4.42125e-27	4.42125e-27	0	4.42125e-27	0	0
5.68934	1.32027e-27	-1.32027e-27	0	-1.32027e-27	0	0
5.69034	-5.09361e-28	5.09361e-28	0	5.09361e-28	0	0
5.69134	-2.08366e-27	2.08366e-27	0	2.08366e-27	0	0
5.69234	4.41012e-27	-4.41012e-27	0	-4.41012e-27	0	0
5.69334	-3.91683e-27	3.91683e-27	0	3.91683e-27	0	0
5.69434	2.94659e-27	-2.94659e-27	0	-2.94659e-27	0	0
5.69534	-4.83739e-27	4.83739e-27	0	4.83739e-27	0	0
5.69634	2.47786e-27	-2.47786e-27	0	-2.47786e-27	0	0
5.69734	-4.85909e-27	4.85909e-27	0	4.85909e-27	0	0
5.69834	2.90429e-27	-2.90429e-27	0	-2.90429e-27	0	0
5.69934	-3.98443e-27	3.98443e-27	0	3.98443e-27	0	0
5.70034	4.22718e-27	-4.22718e-27	0	-4.22718e-27	0	0
5.70134	-2.21332e-27	2.21332e-27	0	2.21332e-27	0	0
5.70234	-6.28496e-28	6.28496e-28	0	6.28496e-28	0	0
5.70334	1.14824e-27	-1.14824e-27	0	-1.14824e-27	0	0
5.70434	3.26438e-27	-3.26438e-27	0	-3.26438e-27	0	0
5.70534	-2.12555e-27	2.12555e-27	0	2.12555e-27	0	0
5.70634	3.48372e-28	-3.48372e-28	0	-3.48372e-28	0	0
5.70734	-4.07006e-27	4.07006e-27	0	4.07006e-27	0	0
5.70834	-4.69592e-28	4.69592e-28	0	4.69592e-28	0	0
5.70934	3.32402e-27	-3.32402e-27	0	-3.32402e-27	0	0
5.71034	-5.02227e-28	5.02227e-28	0	5.02227e-28	0	0
5.71134	3.86549e-27	-3.86549e-27	0	-3.86549e-27	0	0
5.71234	3.75682e-28	-3.75682e-28	0	-3.75682e-28	0	0
5.71334	-2.77246e-27	2.77246e-27	0	2.77246e-27	0	0
5.71434	2.15366e-27	-2.15366e-27	0	-2.15366e-27	0	0
5.71534	-6.66961e-28	6.66961e-28	0	6.66961e-28	0	0
5.71634	4.81804e-27	-4.81804e-27	0	-4.81804e-27	0	0
5.71734	-4.62476e-27	4.62476e-27	0	4.62476e-27	0	0
5.71834	1.11675e-27	-1.11675e-27	0	-1.11675e-27	0	0
5.71934	-7.12883e-28	7.12883e-28	0	7.12883e-28	0	0
5.72034	-2.28718e-27	2.28718e-27	0	2.28718e-27	0	0
5.72134	4.2066e-27	-4.2066e-27	0	-4.2066e-27	0	0
5.72234	-4.12036e-27	4.12036e-27	0	4.12036e-27	0	0
5.72334	2.74307e-27	-2.74307e-27	0	-2.74307e-27	0	0
5.72434	2.03408e-27	-2.03408e-27	0	-2.03408e-27	0	0
5.72534	1.5803e-27	-1.5803e-27	0	-1.5803e-27	0	0
5.72634	1.23526e-27	-1.23526e-27	0	-1.23526e-27	0	0
5.72734	1.1108e-27	-1.1108e-27	0	-1.1108e-27	0	0
5.72834	1.2119e-27	-1.2119e-27	0	-1.2119e-27	0	0
5.72934	1.76133e-27	-1.76133e-27	0	-1.76133e-27	0	0
5.73034	2.98302e-27	-2.98302e-27	0	-2.98302e-27	0	0
5.73134	-2.8582e-27	2.8582e-27	0	2.8582e-27	0	0
5.73234	-3.82903e-28	3.82903e-28	0	3.82903e-28	0	0
5.73334	2.38911e-27	-2.38911e-27	0	-2.38911e-27	0	0
5.73434	-2.55495e-27	2.55495e-27	0	2.55495e-27	0	0
5.73534	6.90967e-28	-6.90967e-28	0	-6.90967e-28	0	0
5.73634	-3.91945e-27	3.91945e-27	0	3.91945e-27	0	0
5.73734	-2.28745e-28	2.28745e-28	0	2.28745e-28	0	0
5.73834	-4.38949e-27	4.38949e-27	0	4.38949e-27	0	0
5.73934	-2.5049e-28	2.5049e-28	0	2.5049e-28	0	0
5.74034	-3.96304e-27	3.96304e-27	0	3.96304e-27	0	0
5.74134	6.24179e-28	-6.24179e-28	0	-6.24179e-28	0	0
5.74234	-2.64016e-27	2.64016e-27	0	2.64016e-27	0	0
5.74334	2.39528e-27	-2.39528e-27	0	-2.39528e-27	0	0
5.74434	-4.20836e-28	4.20836e-28	0	4.20836e-28	0	0
5.74534	5.06281e-27	-5.06281e-27	0	-5.06281e-27	0	0
5.74634	-4.38008e-27	4.38008e-27	0	4.38008e-27	0	0
5.74734	1.36145e-27	-1.36145e-27	0	-1.36145e-27	0	0
5.74834	-4.68187e-28	4.68187e-28	0	4.68187e-28	0	0
5.74934	-2.04249e-27	2.04249e-27	0	2.04249e-27	0	0
5.75034	4.45129e-27	-4.45129e-27	0	-4.45129e-27	0	0
5.75134	-3.87566e-27	3.87566e-27	0	3.87566e-27	0	0
5.75234	2.98777e-27	-2.98777e-27	0	-2.98777e-27	0	0
5.75334	-4.79622e-27	4.79622e-27	0	4.79622e-27	0	0
5.75434	2.51903e-27	-2.51903e-27	0	-2.51903e-27	0	0
5.75534	-4.81792e-27	4.81792e-27	0	4.81792e-27	0	0
5.75634	2.94547e-27	-2.94547e-27	0	-2.94547e-27	0	0
5.75734	-3.94325e-27	3.94325e-27	0	3.94325e-27	0	0
5.75834	4.26835e-27	-4.26835e-27	0	-4.26835e-27	0	0
5.75934	-2.17215e-27	2.17215e-27	0	2.17215e-27	0	0
5.76034	-5.87322e-28	5.87322e-28	0	5.87322e-28	0	0
5.76134	1.18942e-27	-1.18942e-27	0	-1.18942e-27	0	0
5.76234	3.30555e-27	-3.30555e-27	0	-3.30555e-27	0	0
5.76334	-2.08438e-27	2.08438e-27	0	2.08438e-27	0	0
5.76434	3.89546e-28	-3.89546e-28	0	-3.89546e-28	0	0
5.76534	-4.02889e-27	4.02889e-27	0	4.02889e-27	0	0
5.76634	-4.28418e-28	4.28418e-28	0	4.28418e-28	0	0
5.76734	3.36519e-27	-3.36519e-27	0	-3.36519e-27	0	0
5.76834	-4.61053e-28	4.61053e-28	0	4.61053e-28	0	0
5.76934	3.90666e-27	-3.90666e-27	0	-3.90666e-27	0	0
5.77034	4.16856e-28	-4.16856e-28	0	-4.16856e-28	0	0
5.77134	-2.73128e-27	2.73128e-27	0	2.73128e-27	0	0
5.77234	2.19483e-27	-2.19483e-27	0	-2.19483e-27	0	0
5.77334	-6.25787e-28	6.25787e-28	0	6.25787e-28	0	0
5.77434	4.85921e-27	-4.85921e-27	0	-4.85921e-27	0	0
5.77534	-4.58358e-27	4.58358e-27	0	4.58358e-27	0	0
5.77634	1.15793e-27	-1.15793e-27	0	-1.15793e-27	0	0
5.77734	-6.71709e-28	6.71709e-28	0	6.71709e-28	0	0
5.77834	-2.24601e-27	2.24601e-27	0	2.24601e-27	0	0
5.77934	4.24777e-27	-4.24777e-27	0	-4.24777e-27	0	0
5.78034	-4.07918e-27	4.07918e-27	0	4.07918e-27	0	0
5.78134	2.78425e-27	-2.78425e-27	0	-2.78425e-27	0	0
5.78234	2.07525e-27	-2.07525e-27	0	-2.07525e-27	0	0
5.78334	1.62148e-27	-1.62148e-27	0	-1.62148e-27	0	0
5.78434	1.27643e-27	-1.27643e-27	0	-1.27643e-27	0	0
5.78534	1.15197e-27	-1.15197e-27	0	-1.15197e-27	0	0
5.78634	1.25307e-27	-1.25307e-27	0	-1.25307e-27	0	0
5.78734	1.8025e-27	-1.8025e-27	0	-1.8025e-27	0	0
5.78834	3.0242e-27	-3.0242e-27	0	-3.0242e-27	0	0
5.78934	-2.81703e-27	2.81703e-27	0	2.81703e-27	0	0
5.79034	-3.41729e-28	3.41729e-28	0	3.41729e-28	0	0
5.79134	2.43029e-27	-2.43029e-27	0	-2.43029e-27	0	0
5.79234	-2.51377e-27	2.51377e-27	0	2.51377e-27	0	0
5.79334	7.32141e-28	-7.32141e-28	0	-7.32141e-28	0	0
5.79434	-3.87827e-27	3.87827e-27	0	3.87827e-27	0	0
5.79534	-1.87571e-28	1.87571e-28	0	1.87571e-28	0	0
5.79634	-4.34832e-27	4.34832e-27	0	4.34832e-27	0	0
5.79734	-2.09316e-28	2.09316e-28	0	2.09316e-28	0	0
5.79834	-3.92187e-27	3.92187e-27	0	3.92187e-27	0	0
5.79934	6.65353e-28	-6.65353e-28	0	-6.65353e-28	0	0
5.80034	-2.59898e-27	2.59898e-27	0	2.59898e-27	0	0
5.80134	2.43646e-27	-2.43646e-27	0	-2.43646e-27	0	0
5.80234	-3.79662e-28	3.79662e-28	0	3.79662e-28	0	0
5.80334	-2.85538e-27	2.85538e-27	0	2.85538e-27	0	0
5.80434	2.74305e-27	-2.74305e-27	0	-2.74305e-27	0	0
5.80534	5.9475e-28	-5.9475e-28	0	-5.9475e-28	0	0
5.80634	-1.20729e-27	1.20729e-27	0	1.20729e-27	0	0
5.80734	-2.89581e-27	2.89581e-27	0	2.89581e-27	0	0
5.80834	3.59452e-27	-3.59452e-27	0	-3.59452e-27	0	0
5.80934	-4.73099e-27	4.73099e-27	0	4.73099e-27	0	0
5.81034	2.13253e-27	-2.13253e-27	0	-2.13253e-27	0	0
5.81134	1.42352e-27	-1.42352e-27	0	-1.42352e-27	0	0
5.81234	9.69739e-28	-9.69739e-28	0	-9.69739e-28	0	0
5.81334	6.24692e-28	-6.24692e-28	0	-6.24692e-28	0	0
5.81434	5.00231e-28	-5.00231e-28	0	-5.00231e-28	0	0
5.81534	6.01335e-28	-6.01335e-28	0	-6.01335e-28	0	0
5.81634	1.15076e-27	-1.15076e-27	0	-1.15076e-27	0	0
5.81734	2.37246e-27	-2.37246e-27	0	-2.37246e-27	0	0
5.81834	-3.46877e-27	3.46877e-27	0	3.46877e-27	0	0
5.81934	-1.09093e-28	1.09093e-28	0	1.09093e-28	0	0
5.82034	-4.38828e-27	4.38828e-27	0	4.38828e-27	0	0
5.82134	-4.69099e-28	4.69099e-28	0	4.69099e-28	0	0
5.82234	-4.40706e-27	4.40706e-27	0	4.40706e-27	0	0
5.82334	-4.4046e-29	4.4046e-29	0	4.4046e-29	0	0
5.82434	-3.53247e-27	3.53247e-27	0	3.53247e-27	0	0
5.82534	1.27886e-27	-1.27886e-27	0	-1.27886e-27	0	0
5.82634	-1.76137e-27	1.76137e-27	0	1.76137e-27	0	0
5.82734	3.49817e-27	-3.49817e-27	0	-3.49817e-27	0	0
5.82834	9.06165e-28	-9.06165e-28	0	-9.06165e-28	0	0
5.82934	-1.34544e-27	1.34544e-27	0	1.34544e-27	0	0
5.83034	4.47709e-27	-4.47709e-27	0	-4.47709e-27	0	0
5.83134	-4.52209e-27	4.52209e-27	0	4.52209e-27	0	0
5.83234	1.669e-27	-1.669e-27	0	-1.669e-27	0	0
5.83334	2.87679e-28	-2.87679e-28	0	-2.87679e-28	0	0
5.83434	-8.38421e-28	8.38421e-28	0	8.38421e-28	0	0
5.83534	-1.85579e-27	1.85579e-27	0	1.85579e-27	0	0
5.83634	-2.65258e-27	2.65258e-27	0	2.65258e-27	0	0
5.83734	4.73557e-27	-4.73557e-27	0	-4.73557e-27	0	0
5.83834	-2.69341e-27	2.69341e-27	0	2.69341e-27	0	0
5.83934	5.06652e-27	-5.06652e-27	0	-5.06652e-27	0	0
5.84034	-1.82105e-27	1.82105e-27	0	1.82105e-27	0	0
5.84134	-6.84364e-28	6.84364e-28	0	6.84364e-28	0	0
5.84234	6.44146e-28	-6.44146e-28	0	-6.44146e-28	0	0
5.84334	2.31206e-27	-2.31206e-27	0	-2.31206e-27	0	0
5.84434	-3.52608e-27	3.52608e-27	0	3.52608e-27	0	0
5.84534	-6.16001e-28	6.16001e-28	0	6.16001e-28	0	0
5.84634	-3.67821e-27	3.67821e-27	0	3.67821e-27	0	0
5.84734	1.26754e-27	-1.26754e-27	0	-1.26754e-27	0	0
5.84834	-1.55371e-27	1.55371e-27	0	1.55371e-27	0	0
5.84934	3.93101e-27	-3.93101e-27	0	-3.93101e-27	0	0
5.85034	1.56321e-27	-1.56321e-27	0	-1.56321e-27	0	0
5.85134	-4.64302e-28	4.64302e-28	0	4.64302e-28	0	0
5.85234	-2.37703e-27	2.37703e-27	0	2.37703e-27	0	0
5.85334	3.88922e-27	-3.88922e-27	0	-3.88922e-27	0	0
5.85434	-4.6604e-27	4.6604e-27	0	4.6604e-27	0	0
5.85534	1.979e-27	-1.979e-27	0	-1.979e-27	0	0
5.85634	1.04588e-27	-1.04588e-27	0	-1.04588e-27	0	0
5.85734	3.67999e-28	-3.67999e-28	0	-3.67999e-28	0	0
5.85834	-2.01156e-28	2.01156e-28	0	2.01156e-28	0	0
5.85934	-5.49726e-28	5.49726e-28	0	5.49726e-28	0	0
5.86034	-6.72729e-28	6.72729e-28	0	6.72729e-28	0	0
5.86134	-3.47411e-28	3.47411e-28	0	3.47411e-28	0	0
5.86234	6.50178e-28	-6.50178e-28	0	-6.50178e-28	0	0
5.86334	2.54421e-27	-2.54421e-27	0	-2.54421e-27	0	0
5.86434	-2.40058e-27	2.40058e-27	0	2.40058e-27	0	0
5.86534	8.45071e-28	-8.45071e-28	0	-8.45071e-28	0	0
5.86634	-3.76534e-27	3.76534e-27	0	3.76534e-27	0	0
5.86734	-7.46354e-29	7.46354e-29	0	7.46354e-29	0	0
5.86834	-4.23538e-27	4.23538e-27	0	4.23538e-27	0	0
5.86934	-9.63806e-29	9.63806e-29	0	9.63806e-29	0	0
5.87034	-3.80893e-27	3.80893e-27	0	3.80893e-27	0	0
5.87134	7.78288e-28	-7.78288e-28	0	-7.78288e-28	0	0
5.87234	-2.48605e-27	2.48605e-27	0	2.48605e-27	0	0
5.87334	2.54939e-27	-2.54939e-27	0	-2.54939e-27	0	0
5.87434	-2.66727e-28	2.66727e-28	0	2.66727e-28	0	0
5.87534	-2.74244e-27	2.74244e-27	0	2.74244e-27	0	0
5.87634	2.85598e-27	-2.85598e-27	0	-2.85598e-27	0	0
5.87734	7.07685e-28	-7.07685e-28	0	-7.07685e-28	0	0
5.87834	-1.09436e-27	1.09436e-27	0	1.09436e-27	0	0
5.87934	-2.78288e-27	2.78288e-27	0	2.78288e-27	0	0
5.88034	3.70746e-27	-3.70746e-27	0	-3.70746e-27	0	0
5.88134	-4.61805e-27	4.61805e-27	0	4.61805e-27	0	0
5.88234	2.24546e-27	-2.24546e-27	0	-2.24546e-27	0	0
5.88334	1.53645e-27	-1.53645e-27	0	-1.53645e-27	0	0
5.88434	1.08267e-27	-1.08267e-27	0	-1.08267e-27	0	0
5.88534	7.37628e-28	-7.37628e-28	0	-7.37628e-28	0	0
5.88634	6.13166e-28	-6.13166e-28	0	-6.13166e-28	0	0
5.88734	7.14271e-28	-7.14271e-28	0	-7.14271e-28	0	0
5.88834	1.2637e-27	-1.2637e-27	0	-1.2637e-27	0	0
5.88934	2.4854e-27	-2.4854e-27	0	-2.4854e-27	0	0
5.89034	-3.35583e-27	3.35583e-27	0	3.35583e-27	0	0
5.89134	3.84259e-30	-3.84259e-30	0	-3.84259e-30	0	0
5.89234	-4.27534e-27	4.27534e-27	0	4.27534e-27	0	0
5.89334	-3.56164e-28	3.56164e-28	0	3.56164e-28	0	0
5.89434	-4.29413e-27	4.29413e-27	0	4.29413e-27	0	0
5.89534	6.88895e-29	-6.88895e-29	0	-6.88895e-29	0	0
5.89634	-3.41954e-27	3.41954e-27	0	3.41954e-27	0	0
5.89734	1.39179e-27	-1.39179e-27	0	-1.39179e-27	0	0
5.89834	-1.64843e-27	1.64843e-27	0	1.64843e-27	0	0
5.89934	3.61111e-27	-3.61111e-27	0	-3.61111e-27	0	0
5.90034	1.0191e-27	-1.0191e-27	0	-1.0191e-27	0	0
5.90134	-1.23251e-27	1.23251e-27	0	1.23251e-27	0	0
5.90234	4.59003e-27	-4.59003e-27	0	-4.59003e-27	0	0
5.90334	-4.40916e-27	4.40916e-27	0	4.40916e-27	0	0
5.90434	1.78194e-27	-1.78194e-27	0	-1.78194e-27	0	0
5.90534	4.00615e-28	-4.00615e-28	0	-4.00615e-28	0	0
5.90634	-7.25485e-28	7.25485e-28	0	7.25485e-28	0	0
5.90734	-1.74286e-27	1.74286e-27	0	1.74286e-27	0	0
5.90834	-2.53964e-27	2.53964e-27	0	2.53964e-27	0	0
5.90934	4.84851e-27	-4.84851e-27	0	-4.84851e-27	0	0
5.91034	-2.58047e-27	2.58047e-27	0	2.58047e-27	0	0
5.91134	5.17946e-27	-5.17946e-27	0	-5.17946e-27	0	0
5.91234	-1.70812e-27	1.70812e-27	0	1.70812e-27	0	0
5.91334	-5.71428e-28	5.71428e-28	0	5.71428e-28	0	0
5.91434	7.57082e-28	-7.57082e-28	0	-7.57082e-28	0	0
5.91534	2.425e-27	-2.425e-27	0	-2.425e-27	0	0
5.91634	-3.41315e-27	3.41315e-27	0	3.41315e-27	0	0
5.91734	-5.03065e-28	5.03065e-28	0	5.03065e-28	0	0
5.91834	-3.56528e-27	3.56528e-27	0	3.56528e-27	0	0
5.91934	1.38048e-27	-1.38048e-27	0	-1.38048e-27	0	0
5.92034	-1.44077e-27	1.44077e-27	0	1.44077e-27	0	0
5.92134	4.04395e-27	-4.04395e-27	0	-4.04395e-27	0	0
5.92234	1.67614e-27	-1.67614e-27	0	-1.67614e-27	0	0
5.92334	-3.51367e-28	3.51367e-28	0	3.51367e-28	0	0
5.92434	-2.26409e-27	2.26409e-27	0	2.26409e-27	0	0
5.92534	4.00215e-27	-4.00215e-27	0	-4.00215e-27	0	0
5.92634	-4.54747e-27	4.54747e-27	0	4.54747e-27	0	0
5.92734	2.09194e-27	-2.09194e-27	0	-2.09194e-27	0	0
5.92834	1.15882e-27	-1.15882e-27	0	-1.15882e-27	0	0
5.92934	4.80934e-28	-4.80934e-28	0	-4.80934e-28	0	0
5.93034	-8.82206e-29	8.82206e-29	0	8.82206e-29	0	0
5.93134	-4.3679e-28	4.3679e-28	0	4.3679e-28	0	0
5.93234	-5.59794e-28	5.59794e-28	0	5.59794e-28	0	0
5.93334	-2.34475e-28	2.34475e-28	0	2.34475e-28	0	0
5.93434	7.63114e-28	-7.63114e-28	0	-7.63114e-28	0	0
5.93534	2.65715e-27	-2.65715e-27	0	-2.65715e-27	0	0
5.93634	-2.28764e-27	2.28764e-27	0	2.28764e-27	0	0
5.93734	9.58006e-28	-9.58006e-28	0	-9.58006e-28	0	0
5.93834	-3.65241e-27	3.65241e-27	0	3.65241e-27	0	0
5.93934	3.83001e-29	-3.83001e-29	0	-3.83001e-29	0	0
5.94034	-4.12245e-27	4.12245e-27	0	4.12245e-27	0	0
5.94134	1.65549e-29	-1.65549e-29	0	-1.65549e-29	0	0
5.94234	-3.696e-27	3.696e-27	0	3.696e-27	0	0
5.94334	8.91224e-28	-8.91224e-28	0	-8.91224e-28	0	0
5.94434	-2.37311e-27	2.37311e-27	0	2.37311e-27	0	0
